"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"ENSEMBL"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"SYMBOL"	"GENENAME"	"gene_name"	"fold_enrichment"	"-log10(pvalue)"	"-log10(qvalue)"
"chr2"	42101117	42101748	632	"*"	"pool_peak_10296"	107	"Distal Intergenic"	2	42054957	42058186	3230	1	"ENSG00000162878"	"ENST00000480099.1"	46160	"91461"	"PKDCC"	"protein kinase domain containing, cytoplasmic"	"PKDCC"	7.12509	13.6872	10.7117
"chr2"	42492729	42494460	1732	"*"	"pool_peak_10302"	166	"Promoter (<=1kb)"	2	42442017	42493982	51966	2	"ENSG00000171126"	"ENST00000306078.2"	0	"170850"	"KCNG3"	"potassium voltage-gated channel modifier subfamily G member 3"	"KCNG3"	5.34074	19.6685	16.6386
"chr2"	42568301	42569156	856	"*"	"pool_peak_10303"	115	"Promoter (<=1kb)"	2	42568517	42709544	141028	1	"ENSG00000057935"	"ENST00000407270.7"	0	"57504"	"MTA3"	"metastasis associated 1 family member 3"	"MTA3"	7.15135	14.5297	11.5767
"chr2"	42809813	42810576	764	"*"	"pool_peak_10307"	695	"Distal Intergenic"	2	42797225	42798712	1488	2	"ENSG00000226491"	"ENST00000419363.1"	-11101	NA	NA	NA	"FTOP1"	9.67782	73.5052	69.5269
"chr2"	43068043	43068718	676	"*"	"pool_peak_10308"	101	"Distal Intergenic"	2	43091388	43091494	107	2	"ENSG00000207087"	"ENST00000384359.1"	22776	NA	NA	NA	"RNU6-242P"	7.55218	13.1009	10.1419
"chr2"	43226205	43227286	1082	"*"	"pool_peak_10311"	270	"Promoter (<=1kb)"	2	43222402	43226606	4205	2	"ENSG00000152518"	"ENST00000282388.4"	0	"678"	"ZFP36L2"	"ZFP36 ring finger protein like 2"	"ZFP36L2"	5.80432	30.3188	27.0267
"chr2"	43637254	43638042	789	"*"	"pool_peak_10316"	145	"Promoter (<=1kb)"	2	43637260	43767987	130728	1	"ENSG00000152527"	"ENST00000282406.9"	0	"130271"	"PLEKHH2"	"pleckstrin homology, MyTH4 and FERM domain containing H2"	"PLEKHH2"	8.13036	17.6093	14.5343
"chr2"	43995525	43996237	713	"*"	"pool_peak_10320"	197	"Promoter (<=1kb)"	2	43886224	43995989	109766	2	"ENSG00000138095"	"ENST00000260665.12"	0	"10128"	"LRPPRC"	"leucine rich pentatricopeptide repeat containing"	"LRPPRC"	9.40784	22.8975	19.7592
"chr2"	44168851	44169622	772	"*"	"pool_peak_10321"	137	"Promoter (<=1kb)"	2	44168875	44231472	62598	1	"ENSG00000138032"	"ENST00000282412.9"	0	"5495"	"PPM1B"	"protein phosphatase, Mg2+/Mn2+ dependent 1B"	"PPM1B"	7.028	16.8442	13.7714
"chr2"	44768400	44768890	491	"*"	"pool_peak_10325"	119	"Intron (ENST00000378494.8/ENSG00000143919.15, intron 10 of 10)"	2	44704285	44772113	67829	1	"ENSG00000143919"	"ENST00000613618.1"	64115	"79823"	"CAMKMT"	"calmodulin-lysine N-methyltransferase"	"CAMKMT"	8.55006	14.9436	11.9264
"chr2"	44928478	44929370	893	"*"	"pool_peak_10327"	126	"Promoter (<=1kb)"	2	44927914	44928396	483	2	"ENSG00000278957"	"ENST00000623734.1"	-82	NA	NA	NA	"AC012354.9"	6.73897	15.6461	12.6211
"chr2"	44938763	44939270	508	"*"	"pool_peak_10328"	89	"Promoter (<=1kb)"	2	44921077	44939199	18123	2	"ENSG00000259439"	"ENST00000437916.2"	0	"107985879"	"LINC01833"	"long intergenic non-protein coding RNA 1833"	"LINC01833"	6.45086	11.9219	8.99879
"chr2"	44944386	44944900	515	"*"	"pool_peak_10329"	162	"Promoter (2-3kb)"	2	44940154	44941873	1720	2	"ENSG00000236502"	"ENST00000419364.1"	-2513	"100506108"	"SIX3-AS1"	"SIX3 antisense RNA 1"	"SIX3-AS1"	9.06886	19.4082	16.2904
"chr2"	44951962	44952408	447	"*"	"pool_peak_10331"	101	"Promoter (2-3kb)"	2	44954664	44968762	14099	1	"ENSG00000225156"	"ENST00000425325.2"	-2256	NA	NA	NA	"AC012354.1"	6.65945	13.0573	10.1015
"chr2"	45009026	45009637	612	"*"	"pool_peak_10332"	214	"Promoter (<=1kb)"	2	45005182	45009452	4271	2	"ENSG00000170577"	"ENST00000303077.7"	0	"10736"	"SIX2"	"SIX homeobox 2"	"SIX2"	6.51606	24.6543	21.4698
"chr2"	45168769	45170250	1482	"*"	"pool_peak_10334"	109	"Promoter (<=1kb)"	2	45169616	45211673	42058	1	"ENSG00000286728"	"ENST00000652791.1"	0	NA	NA	NA	"AC009236.2"	6.09154	13.8862	10.9169
"chr2"	45649992	45651556	1565	"*"	"pool_peak_10339"	213	"Promoter (<=1kb)"	2	45651345	45843034	191690	1	"ENSG00000171132"	"ENST00000421201.1"	0	"5581"	"PRKCE"	"protein kinase C epsilon"	"PRKCE"	6.07691	24.5448	21.3731
"chr2"	46296808	46298004	1197	"*"	"pool_peak_10340"	85	"Promoter (<=1kb)"	2	46297407	46386697	89291	1	"ENSG00000116016"	"ENST00000263734.5"	0	"2034"	"EPAS1"	"endothelial PAS domain protein 1"	"EPAS1"	5.41714	11.4378	8.52019
"chr2"	46699022	46699590	569	"*"	"pool_peak_10345"	97	"Promoter (<=1kb)"	2	46699295	46763129	63835	1	"ENSG00000171150"	"ENST00000394861.3"	0	"9655"	"SOCS5"	"suppressor of cytokine signaling 5"	"SOCS5"	7.29137	12.6918	9.73794
"chr2"	46915492	46916152	661	"*"	"pool_peak_10348"	215	"Promoter (<=1kb)"	2	46901874	46915780	13907	2	"ENSG00000180398"	"ENST00000409105.5"	0	"90411"	"MCFD2"	"multiple coagulation factor deficiency 2"	"MCFD2"	9.41319	24.6886	21.5265
"chr2"	46940691	46941685	995	"*"	"pool_peak_10349"	198	"Promoter (<=1kb)"	2	46941224	47076123	134900	1	"ENSG00000068724"	"ENST00000319190.11"	0	"57217"	"TTC7A"	"tetratricopeptide repeat domain 7A"	"TTC7A"	6.83455	23.073	19.8988
"chr2"	47175832	47176255	424	"*"	"pool_peak_10351"	87	"Promoter (<=1kb)"	2	47160339	47176223	15885	2	"ENSG00000143933"	"ENST00000655728.1"	0	"805"	"CALM2"	"calmodulin 2"	"CALM2"	7.4334	11.6512	8.73788
"chr2"	47369024	47369724	701	"*"	"pool_peak_10355"	115	"Promoter (<=1kb)"	2	47369311	47387020	17710	1	"ENSG00000119888"	"ENST00000263735.9"	0	"4072"	"EPCAM"	"epithelial cell adhesion molecule"	"EPCAM"	7.42453	14.5115	11.5484
"chr2"	47782701	47783472	772	"*"	"pool_peak_10360"	471	"Promoter (<=1kb)"	2	47783082	47806945	23864	1	"ENSG00000116062"	"ENST00000614496.4"	0	"2956"	"MSH6"	"mutS homolog 6"	"MSH6"	9.6951	50.7229	47.1107
"chr2"	47905095	47906817	1723	"*"	"pool_peak_10362"	157	"Promoter (<=1kb)"	2	47806920	47906498	99579	2	"ENSG00000138081"	"ENST00000403359.8"	0	"80204"	"FBXO11"	"F-box protein 11"	"FBXO11"	5.87013	18.7125	15.7018
"chr2"	48314523	48315116	594	"*"	"pool_peak_10366"	486	"Promoter (<=1kb)"	2	48314637	48373328	58692	1	"ENSG00000170802"	"ENST00000413569.5"	0	"3344"	"FOXN2"	"forkhead box N2"	"FOXN2"	13.124	52.266	48.6137
"chr2"	48530083	48530689	607	"*"	"pool_peak_10369"	109	"Promoter (<=1kb)"	2	48530154	48598513	68360	1	"ENSG00000243244"	"ENST00000404752.6"	0	"11037"	"STON1"	"stonin 1"	"STON1"	7.64005	13.9379	10.9938
"chr2"	53970563	53971391	829	"*"	"pool_peak_10381"	266	"Promoter (<=1kb)"	2	53864069	53970993	106925	2	"ENSG00000068878"	"ENST00000404125.6"	0	"23198"	"PSME4"	"proteasome activator subunit 4"	"PSME4"	9.30699	30.0105	26.6812
"chr2"	54455994	54457753	1760	"*"	"pool_peak_10387"	134	"Promoter (<=1kb)"	2	54456317	54671445	215129	1	"ENSG00000115306"	"ENST00000615901.4"	0	"6711"	"SPTBN1"	"spectrin beta, non-erythrocytic 1"	"SPTBN1"	5.42437	16.5042	13.4616
"chr2"	54557691	54558410	720	"*"	"pool_peak_10388"	394	"Promoter (<=1kb)"	2	54558394	54662308	103915	1	"ENSG00000115306"	"ENST00000333896.5"	0	"6711"	"SPTBN1"	"spectrin beta, non-erythrocytic 1"	"SPTBN1"	11.0473	42.9803	39.4749
"chr2"	54723530	54724847	1318	"*"	"pool_peak_10391"	125	"Promoter (<=1kb)"	2	54723665	54816862	93198	1	"ENSG00000214595"	"ENST00000491655.1"	0	"400954"	"EML6"	"EMAP like 6"	"EML6"	7.66008	15.5615	12.5641
"chr2"	55049618	55050458	841	"*"	"pool_peak_10392"	175	"Promoter (<=1kb)"	2	54972189	55050451	78263	2	"ENSG00000115310"	"ENST00000337526.11"	0	"57142"	"RTN4"	"reticulon 4"	"RTN4"	8.19243	20.6945	17.565
"chr2"	55419803	55420367	565	"*"	"pool_peak_10397"	648	"Promoter (<=1kb)"	2	55287842	55419856	132015	2	"ENSG00000115355"	"ENST00000436346.7"	0	"55704"	"CCDC88A"	"coiled-coil domain containing 88A"	"CCDC88A"	13.7432	68.7761	64.88
"chr2"	55923493	55923923	431	"*"	"pool_peak_10401"	139	"Promoter (<=1kb)"	2	55865967	55923782	57816	2	"ENSG00000115380"	"ENST00000355426.8"	0	"2202"	"EFEMP1"	"EGF containing fibulin extracellular matrix protein 1"	"EFEMP1"	9.23597	17.0292	13.9836
"chr2"	58046639	58047210	572	"*"	"pool_peak_10411"	130	"Promoter (<=1kb)"	2	58046642	58159920	113279	1	"ENSG00000028116"	"ENST00000412104.6"	0	"7444"	"VRK2"	"VRK serine/threonine kinase 2"	"VRK2"	8.42919	16.0652	13.0549
"chr2"	58428701	58429073	373	"*"	"pool_peak_10413"	90	"Promoter (<=1kb)"	2	58428412	59061649	633238	1	"ENSG00000233723"	"ENST00000650056.1"	289	"400955"	"LINC01122"	"long intergenic non-protein coding RNA 1122"	"LINC01122"	7.4142	11.9303	9.00862
"chr2"	60553245	60554149	905	"*"	"pool_peak_10417"	170	"Promoter (<=1kb)"	2	60451146	60553571	102426	2	"ENSG00000119866"	"ENST00000356842.9"	0	"53335"	"BCL11A"	"BAF chromatin remodeling complex subunit BCL11A"	"BCL11A"	6.29357	20.1221	17.0901
"chr2"	60581541	60582095	555	"*"	"pool_peak_10418"	113	"Distal Intergenic"	2	60450520	60554467	103948	2	"ENSG00000119866"	"ENST00000646249.1"	-27074	"53335"	"BCL11A"	"BAF chromatin remodeling complex subunit BCL11A"	"BCL11A"	8.40896	14.3588	11.387
"chr2"	60881008	60881746	739	"*"	"pool_peak_10420"	172	"Promoter (<=1kb)"	2	60881521	60931610	50090	1	"ENSG00000162924"	"ENST00000295025.12"	0	"5966"	"REL"	"REL proto-oncogene, NF-kB subunit"	"REL"	8.07124	20.3084	17.2146
"chr2"	61065632	61066555	924	"*"	"pool_peak_10421"	533	"Promoter (<=1kb)"	2	61065871	61089670	23800	1	"ENSG00000162929"	"ENST00000482513.5"	0	"84542"	"KIAA1841"	"KIAA1841"	"KIAA1841"	9.56358	57.0959	53.3757
"chr2"	61177010	61177901	892	"*"	"pool_peak_10422"	379	"Promoter (<=1kb)"	2	61177418	61187551	10134	1	"ENSG00000173209"	"ENST00000357022.6"	0	"130872"	"AHSA2P"	"activator of HSP90 ATPase homolog 2, pseudogene"	"AHSA2P"	8.90021	41.4829	37.9736
"chr2"	61470618	61471225	608	"*"	"pool_peak_10423"	202	"Promoter (<=1kb)"	2	61187463	61471087	283625	2	"ENSG00000115464"	"ENST00000398571.7"	0	"9736"	"USP34"	"ubiquitin specific peptidase 34"	"USP34"	9.82232	23.4591	20.266
"chr2"	62195854	62196562	709	"*"	"pool_peak_10431"	416	"Promoter (<=1kb)"	2	62196115	62224731	28617	1	"ENSG00000170340"	"ENST00000301998.5"	0	"10678"	"B3GNT2"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"	"B3GNT2"	9.29716	45.1517	41.6628
"chr2"	62505766	62506523	758	"*"	"pool_peak_10434"	286	"Promoter (<=1kb)"	2	62500218	62506195	5978	2	"ENSG00000186889"	"ENST00000335390.6"	0	"200728"	"TMEM17"	"transmembrane protein 17"	"TMEM17"	10.0644	31.9343	28.6458
"chr2"	63048525	63050843	2319	"*"	"pool_peak_10439"	252	"Promoter (<=1kb)"	2	63050057	63057836	7780	1	"ENSG00000115507"	"ENST00000366671.7"	0	"5013"	"OTX1"	"orthodenticle homeobox 1"	"OTX1"	6.36045	28.459	25.2472
"chr2"	63056698	63057132	435	"*"	"pool_peak_10440"	91	"3' UTR"	2	63050851	63052207	1357	1	"ENSG00000115507"	"ENST00000476383.1"	5847	"5013"	"OTX1"	"orthodenticle homeobox 1"	"OTX1"	5.66022	12.1028	9.16698
"chr2"	64018926	64019823	898	"*"	"pool_peak_10445"	125	"Promoter (<=1kb)"	2	63892146	64019072	126927	2	"ENSG00000143952"	"ENST00000409558.8"	0	"51542"	"VPS54"	"VPS54 subunit of GARP complex"	"VPS54"	6.89274	15.5518	12.5986
"chr2"	64143656	64144473	818	"*"	"pool_peak_10446"	144	"Promoter (<=1kb)"	2	64092652	64144420	51769	2	"ENSG00000197329"	"ENST00000358912.5"	0	"57162"	"PELI1"	"pellino E3 ubiquitin protein ligase 1"	"PELI1"	7.62692	17.5232	14.4639
"chr2"	64453963	64454961	999	"*"	"pool_peak_10448"	205	"Promoter (<=1kb)"	2	64453969	64456465	2497	1	"ENSG00000119862"	"ENST00000464281.5"	0	"29094"	"LGALSL"	"galectin like"	"LGALSL"	7.18608	23.7277	20.516
"chr2"	64653172	64654579	1408	"*"	"pool_peak_10452"	144	"Promoter (<=1kb)"	2	64631621	64653913	22293	2	"ENSG00000179833"	"ENST00000313349.3"	0	"9792"	"SERTAD2"	"SERTA domain containing 2"	"SERTAD2"	5.52099	17.4968	14.4746
"chr2"	64750641	64751262	622	"*"	"pool_peak_10453"	331	"Promoter (<=1kb)"	2	64636533	64751005	114473	2	"ENSG00000179833"	"ENST00000476805.2"	0	"9792"	"SERTAD2"	"SERTA domain containing 2"	"SERTAD2"	10.3398	36.5066	33.1087
"chr2"	64767820	64768393	574	"*"	"pool_peak_10454"	168	"Distal Intergenic"	2	64636533	64751005	114473	2	"ENSG00000179833"	"ENST00000476805.2"	-16815	"9792"	"SERTAD2"	"SERTA domain containing 2"	"SERTAD2"	9.48849	20.024	16.8979
"chr2"	64859573	64860128	556	"*"	"pool_peak_10455"	186	"Intron (ENST00000445865.1/ENSG00000234572.1, intron 1 of 4)"	2	64846130	64863626	17497	2	"ENSG00000234572"	"ENST00000445865.1"	3498	"101927438"	"LINC01800"	"long intergenic non-protein coding RNA 1800"	"LINC01800"	10.0732	21.8252	18.6677
"chr2"	64988607	64989912	1306	"*"	"pool_peak_10456"	293	"Promoter (<=1kb)"	2	64989399	65023865	34467	1	"ENSG00000115902"	"ENST00000234256.4"	0	"6509"	"SLC1A4"	"solute carrier family 1 member 4"	"SLC1A4"	6.55712	32.6681	29.3716
"chr2"	65056291	65056941	651	"*"	"pool_peak_10457"	597	"Promoter (<=1kb)"	2	65056366	65071844	15479	1	"ENSG00000011523"	"ENST00000475851.1"	0	"23177"	"CEP68"	"centrosomal protein 68"	"CEP68"	12.7349	63.5238	59.7185
"chr2"	65227679	65228318	640	"*"	"pool_peak_10461"	369	"Promoter (<=1kb)"	2	65227788	65246737	18950	1	"ENSG00000138071"	"ENST00000476840.5"	0	"10097"	"ACTR2"	"actin related protein 2"	"ACTR2"	12.1313	40.3883	36.9397
"chr2"	65435889	65436432	544	"*"	"pool_peak_10466"	464	"Promoter (<=1kb)"	2	65436711	66072621	635911	1	"ENSG00000204929"	"ENST00000606978.5"	-279	"101927533"	"LOC101927533"	"uncharacterized LOC101927533"	"AC007389.1"	8.79193	50.0704	46.4562
"chr2"	66433889	66434464	576	"*"	"pool_peak_10471"	149	"Promoter (<=1kb)"	2	66426735	66433470	6736	2	"ENSG00000226819"	"ENST00000454167.1"	-419	NA	NA	NA	"MEIS1-AS3"	9.19515	18.0745	14.9985
"chr2"	68251889	68252831	943	"*"	"pool_peak_10477"	116	"Promoter (<=1kb)"	2	68178857	68252532	73676	2	"ENSG00000221823"	"ENST00000234310.8"	0	"5534"	"PPP3R1"	"protein phosphatase 3 regulatory subunit B, alpha"	"PPP3R1"	6.282	14.6788	11.6984
"chr2"	69386921	69387662	742	"*"	"pool_peak_10485"	389	"Promoter (<=1kb)"	2	69319780	69387227	67448	2	"ENSG00000198380"	"ENST00000357308.9"	0	"2673"	"GFPT1"	"glutamine--fructose-6-phosphate transaminase 1"	"GFPT1"	10.1359	42.4692	38.9812
"chr2"	69643308	69644013	706	"*"	"pool_peak_10488"	313	"Promoter (<=1kb)"	2	69457997	69643739	185743	2	"ENSG00000115977"	"ENST00000409085.9"	0	"22848"	"AAK1"	"AP2 associated kinase 1"	"AAK1"	9.7199	34.6428	31.3002
"chr2"	69741637	69742548	912	"*"	"pool_peak_10490"	169	"Promoter (<=1kb)"	2	69741974	69825781	83808	1	"ENSG00000196975"	"ENST00000409920.5"	0	"307"	"ANXA4"	"annexin A4"	"ANXA4"	8.52967	20.051	16.9032
"chr2"	70086703	70087142	440	"*"	"pool_peak_10495"	87	"Promoter (<=1kb)"	2	69962263	70087015	124753	2	"ENSG00000179818"	"ENST00000435880.6"	0	"400960"	"PCBP1-AS1"	"PCBP1 antisense RNA 1"	"PCBP1-AS1"	7.0238	11.6298	8.70434
"chr2"	70142067	70142688	622	"*"	"pool_peak_10496"	681	"Distal Intergenic"	2	70124036	70125317	1282	2	"ENSG00000231327"	"ENST00000414141.1"	-16750	"100133985"	"LINC01816"	"long intergenic non-protein coding RNA 1816"	"LINC01816"	13.5118	72.0327	68.125
"chr2"	70257817	70258571	755	"*"	"pool_peak_10498"	392	"Promoter (<=1kb)"	2	70258137	70281185	23049	1	"ENSG00000116005"	"ENST00000433351.7"	0	"51449"	"PCYOX1"	"prenylcysteine oxidase 1"	"PCYOX1"	9.93557	42.7435	39.2538
"chr2"	70553739	70554421	683	"*"	"pool_peak_10501"	125	"Promoter (<=1kb)"	2	70447284	70553826	106543	2	"ENSG00000163235"	"ENST00000295400.11"	0	"7039"	"TGFA"	"transforming growth factor alpha"	"TGFA"	7.62382	15.5657	12.5571
"chr2"	70900427	70900972	546	"*"	"pool_peak_10505"	662	"Promoter (<=1kb)"	2	70900576	70933446	32871	1	"ENSG00000116035"	"ENST00000234392.3"	0	"25806"	"VAX2"	"ventral anterior homeobox 2"	"VAX2"	12.3669	70.1628	66.2832
"chr2"	70978464	70979377	914	"*"	"pool_peak_10507"	85	"Promoter (<=1kb)"	2	70978507	70985341	6835	1	"ENSG00000144031"	"ENST00000457410.5"	0	"79998"	"ANKRD53"	"ankyrin repeat domain 53"	"ANKRD53"	6.43509	11.5144	8.5882
"chr2"	70994447	70995105	659	"*"	"pool_peak_10509"	415	"Promoter (<=1kb)"	2	70985942	70994873	8932	2	"ENSG00000144043"	"ENST00000272438.9"	0	"113419"	"TEX261"	"testis expressed 261"	"TEX261"	11.1949	45.0907	41.5353
"chr2"	71276410	71277054	645	"*"	"pool_peak_10511"	82	"Promoter (<=1kb)"	2	71276561	71365705	89145	1	"ENSG00000075292"	"ENST00000494621.5"	0	"27332"	"ZNF638"	"zinc finger protein 638"	"ZNF638"	6.92842	11.1775	8.29129
"chr2"	71466237	71466881	645	"*"	"pool_peak_10513"	132	"Promoter (<=1kb)"	2	71466699	71686763	220065	1	"ENSG00000135636"	"ENST00000410020.8"	0	"8291"	"DYSF"	"dysferlin"	"DYSF"	8.27615	16.2479	13.234
"chr2"	72887016	72887906	891	"*"	"pool_peak_10522"	227	"Promoter (<=1kb)"	2	72887382	72891753	4372	1	"ENSG00000116096"	"ENST00000498749.1"	0	"6697"	"SPR"	"sepiapterin reductase"	"SPR"	8.80781	26.015	22.7651
"chr2"	73070724	73071403	680	"*"	"pool_peak_10525"	188	"Promoter (<=1kb)"	2	73001527	73071330	69804	2	"ENSG00000144040"	"ENST00000497144.5"	0	"94097"	"SFXN5"	"sideroflexin 5"	"SFXN5"	8.72568	22.0222	18.8865
"chr2"	73112207	73113315	1109	"*"	"pool_peak_10526"	150	"Promoter (<=1kb)"	2	73073382	73112948	39567	2	"ENSG00000135631"	"ENST00000486777.7"	0	"26056"	"RAB11FIP5"	"RAB11 family interacting protein 5"	"RAB11FIP5"	6.67972	18.0903	15.0958
"chr2"	73232779	73233422	644	"*"	"pool_peak_10530"	306	"Promoter (<=1kb)"	2	73228010	73233239	5230	2	"ENSG00000135617"	"ENST00000258083.3"	0	"84279"	"PRADC1"	"protease associated domain containing 1"	"PRADC1"	11.6156	34.0104	30.6292
"chr2"	73291796	73294028	2233	"*"	"pool_peak_10533"	157	"Promoter (<=1kb)"	2	73290929	73293548	2620	2	"ENSG00000135625"	"ENST00000436467.4"	0	"1961"	"EGR4"	"early growth response 4"	"EGR4"	6.57307	18.8003	15.7443
"chr2"	73385502	73386189	688	"*"	"pool_peak_10534"	114	"Promoter (<=1kb)"	2	73385758	73609715	223958	1	"ENSG00000116127"	"ENST00000484298.5"	0	"7840"	"ALMS1"	"ALMS1 centrosome and basal body associated protein"	"ALMS1"	8.1168	14.463	11.4834
"chr2"	74147507	74148270	764	"*"	"pool_peak_10540"	215	"Promoter (<=1kb)"	2	74135400	74147912	12513	2	"ENSG00000163170"	"ENST00000327428.10"	0	"388962"	"BOLA3"	"bolA family member 3"	"BOLA3"	8.74496	24.7327	21.5116
"chr2"	74178383	74178931	549	"*"	"pool_peak_10541"	118	"Promoter (<=1kb)"	2	74152528	74178879	26352	2	"ENSG00000114978"	"ENST00000396049.5"	0	"55233"	"MOB1A"	"MOB kinase activator 1A"	"MOB1A"	8.65704	14.8773	11.8712
"chr2"	74198498	74199234	737	"*"	"pool_peak_10542"	113	"Promoter (<=1kb)"	2	74198610	74215298	16689	1	"ENSG00000065911"	"ENST00000409804.5"	0	"10797"	"MTHFD2"	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"	"MTHFD2"	7.9129	14.3804	11.3981
"chr2"	74391533	74392075	543	"*"	"pool_peak_10544"	80	"Promoter (<=1kb)"	2	74361156	74391867	30712	2	"ENSG00000204843"	"ENST00000434055.5"	0	"1639"	"DCTN1"	"dynactin subunit 1"	"DCTN1"	7.1162	10.9529	8.06491
"chr2"	74441802	74442365	564	"*"	"pool_peak_10548"	136	"Promoter (<=1kb)"	2	74425835	74441937	16103	2	"ENSG00000114993"	"ENST00000272430.10"	0	"6242"	"RTKN"	"rhotekin"	"RTKN"	8.73372	16.6827	13.6472
"chr2"	74457260	74457913	654	"*"	"pool_peak_10549"	110	"Promoter (<=1kb)"	2	74458400	74460891	2492	1	"ENSG00000239779"	"ENST00000393972.7"	-487	"23559"	"WBP1"	"WW domain binding protein 1"	"WBP1"	7.66003	14.0184	11.0346
"chr2"	74464908	74465480	573	"*"	"pool_peak_10550"	288	"Promoter (<=1kb)"	2	74461057	74465382	4326	2	"ENSG00000115275"	"ENST00000448666.7"	0	"7841"	"MOGS"	"mannosyl-oligosaccharide glucosidase"	"MOGS"	11.5309	32.1663	28.8239
"chr2"	74548606	74549298	693	"*"	"pool_peak_10553"	191	"Promoter (<=1kb)"	2	74549026	74557536	8511	1	"ENSG00000115325"	"ENST00000409429.5"	0	"1796"	"DOK1"	"docking protein 1"	"DOK1"	8.65036	22.3155	19.1705
"chr2"	74554132	74555445	1314	"*"	"pool_peak_10554"	99	"Promoter (<=1kb)"	2	74554160	74555231	1072	1	"ENSG00000115325"	"ENST00000488613.1"	0	"1796"	"DOK1"	"docking protein 1"	"DOK1"	6.5883	12.8633	9.92458
"chr2"	74654139	74654722	584	"*"	"pool_peak_10556"	191	"Promoter (<=1kb)"	2	74654228	74683853	29626	1	"ENSG00000135622"	"ENST00000611975.4"	0	"10505"	"SEMA4F"	"ssemaphorin 4F"	"SEMA4F"	9.52742	22.2644	19.1273
"chr2"	74715183	74715753	571	"*"	"pool_peak_10557"	123	"Distal Intergenic"	2	74754773	74760227	5455	1	"ENSG00000286739"	"ENST00000671357.1"	-39020	NA	NA	NA	"AC007387.1"	8.47964	15.3235	12.3308
"chr2"	74833621	74835000	1380	"*"	"pool_peak_10558"	196	"Promoter (<=1kb)"	2	74834127	74893359	59233	1	"ENSG00000159399"	"ENST00000290573.7"	0	"3099"	"HK2"	"hexokinase 2"	"HK2"	7.63525	22.7662	19.6629
"chr2"	74958411	74959003	593	"*"	"pool_peak_10559"	674	"Promoter (<=1kb)"	2	74958643	74970128	11486	1	"ENSG00000115350"	"ENST00000483063.2"	0	"56655"	"POLE4"	"DNA polymerase epsilon 4, accessory subunit"	"POLE4"	14.4313	71.4151	67.4903
"chr2"	75710470	75711180	711	"*"	"pool_peak_10564"	244	"Promoter (<=1kb)"	2	75662705	75710915	48211	2	"ENSG00000005436"	"ENST00000321027.8"	0	"6936"	"GCFC2"	"GC-rich sequence DNA-binding factor 2"	"GCFC2"	9.75555	27.7054	24.4717
"chr2"	84880830	84881429	600	"*"	"pool_peak_10579"	218	"Promoter (<=1kb)"	2	84821650	84881245	59596	2	"ENSG00000186854"	"ENST00000335459.9"	0	"129293"	"TRABD2A"	"TraB domain containing 2A"	"TRABD2A"	10.0629	25.0783	21.8576
"chr2"	84905230	84905984	755	"*"	"pool_peak_10580"	380	"Promoter (<=1kb)"	2	84905656	84906671	1016	1	"ENSG00000034510"	"ENST00000233143.6"	0	"9168"	"TMSB10"	"thymosin beta 10"	"TMSB10"	10.2849	41.5068	38.0086
"chr2"	84970552	84972158	1607	"*"	"pool_peak_10581"	94	"Promoter (<=1kb)"	2	84971093	85028056	56964	1	"ENSG00000176407"	"ENST00000456682.1"	0	"56888"	"KCMF1"	"potassium channel modulatory factor 1"	"KCMF1"	5.80829	12.3764	9.48402
"chr2"	85437277	85438026	750	"*"	"pool_peak_10584"	194	"Promoter (2-3kb)"	2	85434795	85437029	2235	1	"ENSG00000152292"	"ENST00000340326.2"	2482	"284948"	"SH2D6"	"SH2 domain containing 6"	"SH2D6"	8.4857	22.5612	19.4401
"chr2"	85538769	85539678	910	"*"	"pool_peak_10585"	234	"Promoter (<=1kb)"	2	85539168	85541454	2287	1	"ENSG00000168906"	"ENST00000465151.5"	0	"4144"	"MAT2A"	"methionine adenosyltransferase 2A"	"MAT2A"	8.52769	26.7318	23.4708
"chr2"	85584142	85584852	711	"*"	"pool_peak_10586"	93	"Promoter (<=1kb)"	2	85584431	85593406	8976	1	"ENSG00000168899"	"ENST00000306384.5"	0	"10791"	"VAMP5"	"vesicle associated membrane protein 5"	"VAMP5"	6.9291	12.2971	9.38001
"chr2"	85602234	85603048	815	"*"	"pool_peak_10587"	461	"Promoter (<=1kb)"	2	85602856	85623782	20927	1	"ENSG00000168883"	"ENST00000491659.5"	0	"10713"	"USP39"	"ubiquitin specific peptidase 39"	"USP39"	10.0156	49.7696	46.1691
"chr2"	85888475	85889352	878	"*"	"pool_peak_10594"	182	"Promoter (<=1kb)"	2	85837120	85888990	51871	2	"ENSG00000115525"	"ENST00000638572.2"	0	"8869"	"ST3GAL5"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"	"ST3GAL5"	7.53318	21.4334	18.2727
